25111992 19555263 26155174 16671301 23623480 25135258 20780294 18826377 25622758 27133937 21055001 22710511 26399501 16393166 21751171 23774980 21176454 22009767 25558501 21795641 18884792 22897249 22896463 21663238 23723115 24847941 22048089 19898495 20550976 23947701 23101965 19237603 23843944 24484302 25906429 26871272 27862074 24721295 26159318 24941242 
27505719 27018279 29367010 21687556 29750712 30027106 24131666 23195565 31966407 31250443 26854833 27715799 30045487 19528548 25390202 26686035 29013829 29771198 33518482 29258712 21380448 30811201 30614395 24930561 28364926 30665599 28090325 25829539 27561936 29084816 26614008 26385475 26419477 29939440 31321501 35259558 27522763 29504181 28997881 30817021 
17905359 20320350 22125732 14683573 21989197 18035918 18193479 18169582 26421593 22801090 18153572 21022351 21867324 13610804 19494117 17906853 21911063 19526411 22861249 23779873 13676399 22331194 19055580 18137511 17172880 23765413 21601023 18945299 21951972 22075448 22109330 19194868 19372525 25017789 23932693 24550809 17125162 21376786 25870734 22560738 
23817532 23770921 26846015 20317492 28133519 23441185 21423465 25233194 33156917 28243795 23540710 26580773 27020710 17655037 23599086 23997824 28275376 27309769 30058902 28678417 20251865 27688549 26819160 21882867 26929341 28480162 29835031 25411378 27988884 26203980 26928414 23346249 26300945 29584944 28196272 32274835 25430814 27261692 33186806 30109214 
25455433 26148270 28844925 22942878 27840935 25920667 23153063 23850285 30914563 29891460 27101358 25573587 28061428 21517831 24423400 28543403 30451400 27725804 32971108 26090115 23274164 28150508 27305228 24902930 25594167 30273683 30562270 24462441 27885522 27510750 28554477 24447102 28153900 28579595 28889822 34643655 27257981 28979786 31859658 30186841 
25252463 23650671 25954152 21012266 27374707 24820384 22033500 23666211 30761611 26264897 25680414 25705322 26668635 18107133 23988358 26461589 27785046 24892545 30153120 28042904 18706252 27995039 25259531 22704128 23048406 29372837 27574307 22319453 26829358 25907813 26351761 21598902 25400839 28841116 28499263 30975213 25853982 26459551 30676676 28334590 
25266004 21759174 28104373 18649661 25594305 23805382 19754192 24529206 27299002 24640263 21495401 23844649 24710865 18200384 23784382 23272934 24303379 25171138 29428448 25540244 23329969 26442859 25462367 20773371 26105047 30438685 26638992 21627709 26611539 28575173 25315594 21498258 23218702 25944463 27578465 32182198 23223642 28052186 32284351 30145776 
24322171 19112491 24126959 18859225 26087210 20871264 19698723 23110375 31517560 22693455 22989778 22695400 24778579 18514983 21222862 23279037 24567365 22107014 28547842 25622679 19025412 26345861 22316119 20609491 22506935 27284551 25120220 21416063 25040607 24444279 24283879 21314148 21685451 25880135 25818409 30119358 23519817 24212697 29058142 27631886 
28210814 23003085 28220395 21534169 29325893 26341008 21709950 24959471 34101007 29327448 25000454 27341694 31397541 23345795 23546748 27432266 26691028 28309895 32071404 26834609 21928425 31767385 28503777 21345761 29668220 29248765 28304407 24978254 26106024 29452310 26793776 24395698 25627679 27877240 27655183 34338502 27696112 28594483 31834365 30537192 
27437295 25793519 28785654 23999851 29835003 26582030 24852428 23488542 31357409 31432665 27441916 29534696 30554629 21223690 24108904 27988716 30572786 28390782 31793192 29963351 22840158 30838535 28790500 25709553 26085025 31177916 33890487 24927972 29315164 29510938 28405127 25948114 27466653 30303401 28214548 35810760 25079237 30229867 34064897 32288384 
