1132 998 848 668 516 1167 773 785 1563 576 1587 1251 546 828 921 1746 265 184 1246 586 1136 1411 824 1335 1399 1138 230 1304 287 1070 
694 839 1136 767 1297 845 803 465 927 1625 1141 1025 29 508 1034 1008 1606 790 1111 741 460 822 1443 213 319 1592 963 532 808 1090 
1545 906 365 974 1081 776 414 1332 1504 548 200 1025 627 789 1127 694 1382 1753 906 1491 1290 1643 929 1358 1701 502 1168 1606 790 680 
794 1562 806 1593 902 1327 765 727 978 1718 543 696 613 1077 541 543 804 1045 774 668 953 630 826 868 902 857 1258 713 713 1135 
933 843 1482 929 1442 1124 1412 865 723 644 620 1102 1612 521 919 946 636 770 973 549 1053 1117 735 867 955 995 1283 1313 631 390 
113 836 1432 1273 406 262 1253 1031 740 1202 1237 719 1017 1683 1224 1166 1287 433 1135 1297 1197 416 422 1131 1137 1362 990 199 1074 590 
151 1280 990 1415 623 1327 1225 540 1516 779 735 1097 580 1231 1348 1030 79 192 1351 570 1008 944 898 817 1372 1406 187 626 17 336 
841 764 743 1319 931 657 1458 194 274 1486 827 665 1321 1647 462 1313 435 730 1509 1234 614 1311 1170 619 1620 591 818 793 1517 403 
710 269 736 770 790 599 1504 597 1107 1355 852 885 601 958 470 727 1328 1026 1200 1148 1238 1305 1329 296 449 1003 551 1386 709 288 
1310 1374 974 1582 562 970 624 1327 158 1079 1099 1379 327 838 725 303 707 714 567 287 1600 675 521 1202 1000 1538 1229 1674 531 1013 
931 1214 839 1093 995 1078 555 319 1146 957 444 910 711 1016 888 914 803 828 1560 1116 387 503 1186 1331 1010 663 1055 98 1001 1332 
1135 698 1186 24 1232 1582 478 937 949 595 826 1504 1080 1019 1121 1266 1594 455 876 819 1176 347 920 1155 487 1236 863 1240 1297 710 
929 845 423 1058 839 1640 1099 1118 445 1258 908 1616 860 1043 812 1092 1482 1716 753 702 769 766 1004 772 980 775 1053 1135 1059 432 
430 913 1089 942 831 977 643 334 964 981 961 870 1074 705 1283 782 303 682 1705 1096 1123 1136 1139 1325 1503 924 1094 1082 303 1228 
1303 276 976 744 955 1121 818 1450 791 301 590 1305 649 609 1258 832 578 1132 904 917 957 969 912 1046 945 1156 1208 633 866 571 
622 451 579 1022 603 1409 376 1455 782 776 1384 1291 1408 1025 787 1054 757 820 1395 467 276 73 951 880 904 884 1015 1589 1418 1737 
1538 1123 446 882 1024 1132 534 1199 603 371 430 679 1000 671 223 1315 770 216 602 853 1177 732 1278 750 878 1332 686 518 1018 697 
1132 206 636 1013 699 480 1121 677 68 626 504 359 743 1233 528 991 707 27 1182 403 589 1221 1263 805 690 454 770 745 1458 1606 
736 301 398 1148 569 940 678 1121 763 709 939 1092 1429 828 811 1388 1206 779 649 1016 983 1291 1107 335 877 872 905 1237 1426 344 
1390 1032 662 1227 1337 635 632 836 565 1304 1094 1439 666 1147 681 362 938 919 833 1424 719 1014 966 901 855 1209 1253 1006 993 1268 
753 499 1592 1423 599 752 1394 1482 972 422 1171 973 1374 482 1367 614 144 1285 1158 986 715 727 773 1380 979 904 1757 408 311 1024 
621 1393 977 496 1076 1241 644 1767 1238 1276 1022 713 1262 1116 1359 1280 519 1201 525 1239 488 629 1031 256 322 1733 751 1187 1143 393 
884 706 675 1248 1103 1721 215 1234 1179 953 670 1157 954 441 698 1188 515 512 1335 757 779 39 1150 500 808 967 799 970 889 758 
347 1098 1565 953 634 620 547 90 1116 840 1440 640 891 1296 290 911 1643 471 1392 1151 302 920 1335 1132 997 379 388 490 679 1445 
724 887 1406 358 567 283 1137 1389 556 680 1163 1263 693 1082 622 1289 985 1106 1193 247 858 832 849 762 555 762 122 958 925 740 
227 1131 385 1646 379 1130 617 1205 845 485 1536 654 1576 1359 1071 896 665 684 774 614 1353 809 642 1738 755 978 484 958 1336 1639 
1131 879 940 1634 365 952 1385 428 1154 113 1124 574 718 827 618 446 960 1102 1002 1123 1286 684 720 960 866 1620 637 1332 1107 905 
892 522 894 736 650 643 1100 749 1094 359 760 691 562 1420 879 698 1310 682 354 1029 759 426 956 1410 866 1286 293 871 1115 789 
1517 491 844 570 707 837 1165 838 1172 1072 691 1455 1058 1472 881 250 1378 854 137 314 905 334 1150 271 509 1003 848 1292 775 497 
776 1410 1288 1343 560 1108 695 479 1433 548 1638 1302 1084 880 722 884 545 1034 111 726 366 1677 484 733 900 913 365 1469 1362 651 

time sequential: 0.493
time thread: 122.289
