5041429 4883889 5679497 4979645 5523052 6060918 4833596 6358153 6031035 5647485 6591714 6709155 7077043 6724893 5841261 6424492 5552227 6108756 6631729 5217891 5921909 4874861 5846437 6384724 5438500 6199771 6147078 5884725 5821069 6046543 
6151851 6102264 5616788 6525683 5702315 6325855 5422369 6567548 6324216 6558963 6201029 6492405 7283457 6913568 6323434 5605559 5943732 6045126 6664918 5771611 7466983 5630708 6760063 6767581 6781789 7022074 6257766 7029527 6095995 5920326 
5729704 5495013 6167466 5758451 5846964 6318280 5877669 6710698 5290832 6901986 6728071 6875111 7262578 7254313 5605546 5722482 5903568 6308419 6961254 5373620 7220233 5801239 6864966 6155185 6524138 7160463 6159421 6277796 6027215 6269796 
5037516 5623545 5029880 5263784 5313284 5569754 4770616 5819437 5145573 6237980 5847210 6278728 5766155 6392123 5803409 5503207 5547011 5253027 6008227 4852112 6321227 4632643 5712385 5814591 5619628 6429636 5371618 5713566 4975909 5081642 
5687466 5729527 5844843 5690607 5230776 6434034 5477609 6113886 5245356 5843927 6166942 6600702 7076137 6980419 5844863 5810621 5919291 6345976 6383469 5255452 7188975 5607058 6329516 6451829 6306743 6389350 5698394 6013129 6314192 5189868 
6624638 5834291 6232175 6510283 5388218 6333620 5492073 6890793 6079226 6730376 6958967 6796266 7565675 7070920 6470601 5619068 6002587 6976384 7248329 6156515 7558939 5867076 6900831 6640976 7012871 7212094 6682082 6668412 6779822 6100692 
5157227 5888665 6351235 5961254 6225596 6318632 5365401 6799136 6778569 6402238 6954566 7242415 7132297 7134740 6929534 6728186 6427629 6548927 8136541 6243269 7042339 5410554 6959916 6736435 6383704 7222215 6372265 6016993 6054048 6510559 
5467133 5803933 5945520 5956988 5526069 6305408 4936674 7252681 6221117 7341743 6385179 7049600 7303526 6378820 5843196 5875680 5743706 5981109 6517993 5232789 7402097 4892223 6712466 5888696 6491246 6981075 6189755 6549388 5997371 5378969 
5179507 5112650 5216238 5998307 4989960 6537055 4778133 6511648 5677773 5819723 5942179 6335461 6821151 6566764 6160394 5527187 5600985 5236613 5648118 5357598 6248479 4836813 5896427 6364616 6070669 6217983 5608682 5702169 5570827 5875108 
5846343 5994722 6091096 5831363 5867422 6888037 5568321 6714427 6398145 6379497 7277201 6975208 7827372 7330260 7606117 6622983 6171626 6318514 7410269 5809263 7307185 5301201 6597279 6922478 6740837 7957396 6556153 6777470 6056049 6923710 
4713950 5386206 5412234 5624067 4989712 4831248 5042812 6185122 5848132 6445788 6082331 6377291 6323137 7145494 5621757 5244145 5886107 5159552 5855655 5411621 6233674 5109038 5715424 5760328 5472841 6067616 5342595 6039391 5755829 5009188 
5955448 4845167 6174950 5279003 5702651 6576402 5426291 6165783 6139199 6531791 6591009 7058954 7401953 6883123 6043336 6045326 6693199 5408263 6730962 5703817 6847821 5510101 7145124 6508728 6854001 6473264 5520625 6452535 6057311 6000749 
6486253 6545525 6354462 6423129 5511800 7595903 6178287 6766053 6113672 6698825 7628872 7387493 8213307 7841539 6816411 6974687 6589308 5928856 7787480 5796964 8387993 6235824 6930503 7602571 7953577 7375877 6188668 6951494 6892606 6686254 
6416093 6386456 7150006 6519982 6963610 7909054 6012214 8348688 7133625 7259468 7975520 8390633 8435753 8391300 6999132 7827947 7487174 7232849 8243292 6698457 8408438 6538622 7525166 7782047 7560479 7886572 6965695 7809579 7541638 6959885 
4752182 5034261 5862250 5359437 4900229 5649299 5091684 5380438 5169742 4905960 6297913 5671195 6941725 6672488 5317218 5319512 4927233 5149665 6797143 5343966 6328524 4695099 6012092 5642033 6146871 6173790 5309537 5707162 5417315 5729963 
6070834 5423648 6311565 5987737 5464097 6503717 5291611 6107370 5754106 6572427 7361586 7433372 7449335 7301584 5815833 6470973 6649322 6087269 7105922 5725515 6846062 5739772 6404067 6875011 7005080 6420829 6028579 6568830 7008134 6002516 
5867431 5596589 6297130 5580477 5256740 6072798 5829049 5621078 6184869 6690706 7372232 7380337 7779890 7134323 5908659 6230252 6482740 5646393 6894286 5203234 6284444 5503849 6869146 6628668 6691950 6402379 5725449 7056296 6554171 6241940 
5670068 5364737 5374552 6139046 4808839 6384308 4577422 5645291 5793539 5869819 6030614 5930384 7308172 6119442 5492586 5885408 4767164 5210716 5809556 5001704 6251055 4759413 6017932 5454354 6635039 6294455 5774452 6268613 5541413 4967715 
5628901 5475399 5647022 5840334 5306926 6841566 4688487 6221084 5252682 6625373 6037850 6586369 7419733 6874305 5380036 5994749 6047019 5285750 5731720 4903443 6616349 4591804 6275328 6368152 6232260 6043394 5918118 5918569 6318538 5536065 
6025485 7270648 6411706 6677547 6260737 7182036 6576150 7220881 6437666 7078505 7584734 7443167 8201727 8175590 7167244 6986383 5862087 6697135 7299467 5925065 8181797 6092426 6495476 7683187 6988990 7719918 6826449 7447225 6697350 6584010 
6054784 5884782 6496775 5901149 6116309 6854852 5353775 6554550 6155050 6380831 6662485 7210662 7320500 7418362 6428902 6794540 6474051 6454068 7898461 6031210 7021333 5963947 7260980 6296262 7337651 6949301 6288833 6522125 6844091 6157130 
6296505 5678863 6207033 5917050 5803726 6264473 5770567 6385070 5821253 7451964 7405683 7548287 7312693 7599815 6600491 5996653 6792673 6236894 6816576 5901734 6703433 6056125 6998145 6735990 6635147 6691372 5760649 6711428 6825236 6108081 
4794527 4620244 5239653 4680507 4633409 5290289 4572463 5198030 4884039 5105610 6096971 6027945 6252400 6353422 5231668 5530071 5761641 4717465 6198370 4612995 5515039 4502939 5344930 5729046 5341722 5308491 5125461 5286253 5752139 5591777 
5772072 5402471 5104416 5334888 5622646 5346832 3745333 5687054 5443434 6316504 5793600 6138973 6033285 6004443 6341879 5752174 6214465 5251540 6166102 5417137 6094753 5133367 6125377 5684887 5794999 6232473 5658338 5374175 5291127 5255317 
7307072 5543765 6547863 5579712 6303649 7491797 4942931 6829441 6218222 6670255 7354583 7748765 8231422 7462164 6949607 7428454 6806682 6482971 7505146 5549450 6680204 5998466 7195792 6935076 7014072 6841862 6508409 6989820 7057845 6904329 
6188413 5577436 6869985 6246354 5446403 6214509 5398532 6371885 6247626 6943820 7568039 7332328 7942661 7354799 6180114 6572451 6779191 6590269 7053134 5924845 6734455 5139483 6838209 6929816 6255008 6867350 6804253 5965145 6463618 6141221 
6153852 6103518 6103637 6041590 5880678 6305120 5483811 5951934 6640585 6245820 6712352 6879138 7469444 7994314 6589710 6490375 6852681 5535958 6989669 6242276 6479718 6280139 7035070 7276140 6923244 6562210 5890119 6821169 6684345 6934712 
