4256 4276 370 1593 3050 2163 4041 1267 5331 909 443 379 5080 4512 1177 3629 4780 4411 3888 636 4850 34 1377 4359 5486 5154 5082 4437 3221 5526 3322 986 1961 932 345 2931 5359 5200 148 410 803 2518 1192 2050 3955 2509 273 5363 4118 2891 1844 397 3168 2764 121 3766 923 2307 2841 3035 1335 684 485 4429 2079 2912 4388 5059 3160 3227 2207 3303 413 3073 1400 
5018 247 3859 2746 5064 5456 1737 5236 795 5436 3835 3002 4415 4933 4883 366 5322 808 1116 3765 5366 5136 1630 423 5107 1565 2963 1114 5309 4802 4550 2799 305 774 4291 1437 1328 5630 2950 5356 2433 735 1420 0 516 1597 4719 538 2644 5577 4354 5195 985 4904 4508 4305 1933 2593 5056 5080 379 621 5005 1525 137 2028 2314 1026 975 4488 2815 2295 2693 4056 4006 
920 4090 2220 958 344 740 2351 5033 3272 3070 4905 4579 1984 921 680 2190 3851 2349 2720 5411 4702 1663 96 755 2318 1068 4078 531 4189 2229 686 2160 4733 2380 5258 952 2089 134 4153 1553 2811 5093 5421 1046 1184 252 5440 839 2842 5625 4291 231 4076 4078 3679 1277 3465 1891 1248 4941 2598 3961 5182 1025 2722 806 4007 1486 5396 5592 4506 2504 5204 2912 535 
1307 3632 2033 4065 202 26 2778 59 1338 5065 2518 3111 3620 4702 3905 4757 2708 118 1830 3515 5189 1481 985 4765 890 4121 1710 4649 1076 3179 4000 4540 2265 5600 4716 5547 2680 5227 1858 769 5182 4706 2203 5053 1763 506 2513 4553 1595 1058 3132 4890 2580 1628 571 4063 2694 361 4237 1373 4002 289 1838 924 793 2754 2628 5314 3980 829 5069 3313 4903 3220 1890 
1266 4813 2441 3284 4839 1074 4508 3735 2440 3065 4757 4099 1877 2705 3449 2530 859 4881 4089 240 2647 5052 3473 4473 5355 2334 1001 3622 2827 2852 1992 4906 394 935 5119 2759 2355 3311 405 3977 3100 2070 4656 780 1992 4469 3007 266 4511 4610 4888 356 921 59 4437 4210 3643 4057 4325 731 3845 879 3508 1933 2516 3450 4532 3830 5539 2271 4461 1443 335 4015 189 
2080 2559 2887 4910 1572 4245 2271 900 2006 4541 37 4384 4234 1185 3513 4754 4421 2722 3686 1537 3920 766 2144 2926 4985 1799 11 3478 1020 3086 2270 4492 1491 2921 14 4255 490 1590 3635 436 3254 5122 4347 1334 3505 575 4208 4621 783 5241 396 196 2613 5025 2331 4919 1401 4358 566 324 1300 3267 4144 1800 4473 741 1736 3378 216 5285 802 2150 2893 1307 4719 
2908 285 2386 4362 2483 1609 3256 57 1356 2549 1882 2023 610 2611 793 2985 3614 3133 4073 315 418 5541 1270 5356 1551 4801 1712 866 730 11 5381 4193 2395 934 5267 4608 1777 715 3985 570 2917 5458 4991 722 5071 2298 3188 2876 143 5592 4698 1643 355 4780 5086 359 4480 689 3709 4622 204 5038 3466 602 3178 2982 5442 4755 1630 2205 1720 328 3859 4406 2131 
2098 1562 2912 5255 3839 4179 1583 3839 61 1025 2377 4854 846 3911 3663 916 716 3905 3106 3050 5348 3888 4616 4915 128 115 2728 238 50 371 3295 524 2579 5483 5213 1415 1323 1074 4442 3400 70 1125 3026 621 1668 2169 3577 3675 2832 1471 870 2644 3029 4615 1278 3096 2702 3627 97 4900 1806 3266 1289 5467 5135 2232 3113 1989 670 588 4429 2158 1937 5032 881 
4284 276 474 2924 1066 54 3300 1534 4657 3911 2983 4296 73 2327 2219 4081 520 4166 4080 4688 1044 245 2111 2256 4938 1628 1060 2889 4584 1321 4340 2282 1279 5031 2612 1934 1235 4457 3373 833 2562 3097 5252 1593 3730 4505 2925 3860 4921 3730 4342 3523 541 2877 1072 3130 1086 3093 3557 2320 4339 1992 2894 4903 3794 4693 3378 4500 2242 4049 1056 2044 2854 592 4372 
2631 796 5027 5268 572 2302 2084 4929 4036 4258 1080 5064 5609 3318 506 1421 495 2829 3596 4600 2633 2660 3670 2273 3969 2523 2014 2466 4891 3878 3478 4822 2466 31 2245 1013 537 1718 3699 3806 5365 2909 709 4474 2313 1526 674 2667 59 470 3772 1490 5134 4234 245 3271 4198 4073 4632 3568 5269 1748 3065 3359 1077 3590 5494 49 1363 2442 1434 1251 561 2283 1583 
